Source,Target,Label,Weight,Type
Heidi Julavits,Chris Bachelder,,1,Directed
Heidi Julavits,Cristina Henriquez,,1,Directed
Heidi Julavits,Deb Olin Unferth,McSweeney's,1,Directed
Heidi Julavits,Jennifer duBois,,1,Directed
Heidi Julavits,Kate Christensen,,1,Directed
Heidi Julavits,Kevin Brockmeier,,1,Directed
Heidi Julavits,Rachel Kushner,Columbia,1,Directed
Heidi Julavits,Rivka Galchen,Columbia,1,Directed
Heidi Julavits,Samantha Hunt,,1,Directed
Helen Oyeyemi,Han Kang,,1,Directed
Helen Oyeyemi,Mariana Enriquez,,1,Directed
Helen Schulman,Teddy Wayne,,1,Directed
Hilary Mantel,Donald Antrim,,1,Directed
Hilary Mantel,Hisham Matar,,1,Directed
Hilary Mantel,Monica Ali,,1,Directed
Hilma Wolitzer,A.M. Homes,,1,Directed
Hilma Wolitzer,Barbara Kingsolver,,1,Directed
Hilma Wolitzer,Charles Baxter,,1,Directed
Hilma Wolitzer,Clarence Major,,1,Directed
Hilma Wolitzer,Ethan Canin,,1,Directed
Hilma Wolitzer,Francine Prose,,1,Directed
Hilma Wolitzer,Helen Schulman,,1,Directed
Hilma Wolitzer,Jane Hamilton,,1,Directed
Hilma Wolitzer,Jane Smiley,,1,Directed
Hilma Wolitzer,John Irving,,1,Directed
Hilma Wolitzer,Lorrie Moore,,1,Directed
Hilma Wolitzer,Lynne Sharon Schwartz,,1,Directed
Hilma Wolitzer,Michael Cunningham,,1,Directed
Hilma Wolitzer,Ron Carlson,,1,Directed
Hilma Wolitzer,Rosellen Brown,,1,Directed
Hilma Wolitzer,Stanley Elkin,,1,Directed
Hilma Wolitzer,Walter Mosley,,1,Directed
Hunter S. Thompson,Larry McMurtry,,1,Directed
Hunter S. Thompson,Michael Herr,,1,Directed
Hunter S. Thompson,William Kennedy,,1,Directed
Hunter S. Thompson,William S. Burroughs,,1,Directed
Ian McEwan,Angela Carter,,1,Directed
Ian McEwan,Jayne Anne Phillips,,1,Directed
Isabel Allende,Amy Tan,,1,Directed
Isabel Allende,Ayelet Waldman,,1,Directed
Isabel Allende,Cristina Henriquez,,1,Directed
Isabel Allende,Khaled Hosseini,,1,Directed
Isabel Allende,Lan Cao,,1,Directed
Ishmael Reed,Alice Randall,,1,Directed
Ishmael Reed,Charles Johnson,,1,Directed
Ishmael Reed,Chitra Divakaruni,,1,Directed
Ishmael Reed,Clarence Major,,1,Directed
Ishmael Reed,Ernest J. Gaines,,1,Directed
Ishmael Reed,Fae Myenne Ng,,1,Directed
Ishmael Reed,Jessica Hagedorn,,1,Directed
Ishmael Reed,John A. Williams,,1,Directed
Ishmael Reed,Richard Price,,1,Directed
Ishmael Reed,Terry McMillan,,1,Directed
Ishmael Reed,Victor LaValle,,1,Directed
Ivan Doig,Chris Offutt,,1,Directed
Ivan Doig,James Welch,,1,Directed
Ivan Doig,William Kittredge,,1,Directed
J.G. Ballard,Clive Barker,,1,Directed
J.G. Ballard,Martin Amis,,1,Directed
J.G. Ballard,William S. Burroughs,,1,Directed
J.M. Coetzee,Amitav Ghosh,,1,Directed
J.M. Coetzee,Charles Baxter,,1,Directed
J.M. Coetzee,Chimamanda Adichie,,1,Directed
J.M. Coetzee,Jim Shepard,,1,Directed
J.M. Coetzee,Nicole Krauss,,1,Directed
J.M. Coetzee,Russell Banks,,1,Directed
J.M. Coetzee,Saul Bellow,,1,Directed
J.M. Coetzee,Sebastian Barry,,1,Directed
J.M. Coetzee,Sheila Kohler,,1,Directed
J.M. Coetzee,Susanna Moore,,1,Directed
Jacqueline Woodson,Brit Bennett,,1,Directed
Jacqueline Woodson,Imbolo Mbue,,1,Directed
Jacqueline Woodson,Tayari Jones,,1,Directed
Jaimy Gordon,Bonnie Jo Campbell,,1,Directed
Jaimy Gordon,Joanna Scott,Brown,1,Directed
Jaimy Gordon,T. Geronimo Johnson,,1,Directed
Jaimy Gordon,Zachary Lazar,,1,Directed
James Alan McPherson,Bob Shacochis,Iowa,1,Directed
James Alan McPherson,Ernest J. Gaines,,1,Directed
James Baldwin,Ishmael Reed,,1,Directed
James Baldwin,John A. Williams,,1,Directed
James Baldwin,Toni Morrison,,1,Directed
James Dickey,Frederick Exley,,1,Directed
James Dickey,Gordon Lish,,1,Directed
James Dickey,Pat Conroy,,1,Directed
James Dickey,Peter Matthiessen,,1,Directed
James Dickey,Raymond Carver,,1,Directed
James Dickey,Richard Bausch,,1,Directed
James McBride,Charles Johnson,,1,Directed
James McBride,Dani Shapiro,,1,Directed
James McBride,Danzy Senna,,1,Directed
James Salter,Chris Offutt,,1,Directed
James Salter,Joy Williams,,1,Directed
James Salter,Maria Semple,,1,Directed
James Welch,Ann Patchett,,1,Directed
James Welch,William Kittredge,,1,Directed
Jami Attenberg,Alissa Nutting,,1,Directed
Jami Attenberg,Chinelo Okparanta,,1,Directed
Jami Attenberg,Cristina Henriquez,,1,Directed
Jami Attenberg,Emily Gould,,1,Directed
Jami Attenberg,Kathleen Alcott,,1,Directed
Jami Attenberg,Lindsay Hunter,,1,Directed
Jane Hamilton,Amy Bloom,,1,Directed
Jane Hamilton,Antonya Nelson,,1,Directed
Jane Hamilton,Bret Anthony Johnston,,1,Directed
Jane Hamilton,Elizabeth McKenzie,,1,Directed
Jane Hamilton,Karen Joy Fowler,,1,Directed
Jane Hamilton,Krys Lee,,1,Directed
Jane Hamilton,Myla Goldberg,,1,Directed
Jane Smiley,Francine Prose,,1,Directed
Jane Smiley,Kathryn Harrison,,1,Directed
Jane Smiley,Wallace Stegner,,1,Directed
Jay McInerney,A.M. Homes,,1,Directed
Jay McInerney,Alice Randall,,1,Directed
Jay McInerney,Ann Beattie,,1,Directed
Jay McInerney,Chad Harbach,,1,Directed
Jay McInerney,David Gates,,1,Directed
Jay McInerney,Francisco Goldman,,1,Directed
Jay McInerney,Gary Shteyngart,,1,Directed
Jay McInerney,Jeffrey Eugenides,,1,Directed
Jay McInerney,Jonathan Dee,,1,Directed
Jay McInerney,Joy Williams,,1,Directed
Jay McInerney,Karan Mahajan,,1,Directed
Jay McInerney,Mark Leyner,,1,Directed
Jay McInerney,Mohsin Hamid,,1,Directed
Jay McInerney,Mona Simpson,,1,Directed
Jayne Anne Phillips,Alice Randall,,1,Directed
Jayne Anne Phillips,Andrew Sean Greer,,1,Directed
Jayne Anne Phillips,Christine Schutt,,1,Directed
Jayne Anne Phillips,Don DeLillo,,1,Directed
Jayne Anne Phillips,Frank Conroy,Iowa,1,Directed
Jayne Anne Phillips,Gish Jen,Iowa,1,Directed
Jayne Anne Phillips,Mona Simpson,,1,Directed
Jayne Anne Phillips,Sarah Schulman,,1,Directed
Jayne Anne Phillips,Scott Spencer,,1,Directed
Jayne Anne Phillips,Tayari Jones,Rutgers,1,Directed
Jayne Anne Phillips,Tobias Wolff,,1,Directed
Jeanette Winterson,A.M. Homes,,1,Directed
Jeanette Winterson,Ali Smith,,1,Directed
Jeff VanderMeer,Brian Evenson,,1,Directed
Jeff VanderMeer,Warren Ellis,,1,Directed
Jeffrey Eugenides,Alice Munro,,1,Directed
Jeffrey Eugenides,Ben Lerner,Brown,1,Directed
Jeffrey Eugenides,Colm Toibin,,1,Directed
Jeffrey Eugenides,David Bezmozgis,,1,Directed
Jeffrey Eugenides,David Foster Wallace,,1,Directed
Jeffrey Eugenides,David Means,FSG,1,Directed
Jeffrey Eugenides,Donald Antrim,Brown (I),1,Directed
Jeffrey Eugenides,Edmund White,,1,Directed
Jeffrey Eugenides,Gilbert Sorrentino,,1,Directed
Jeffrey Eugenides,John Hawkes,Brown (I),1,Directed
Jeffrey Eugenides,Jonathan Safran Foer,,1,Directed
Jeffrey Eugenides,Meg Wolitzer,Brown,1,Directed
Jeffrey Eugenides,Rick Moody,Brown,1,Directed
Jeffrey Eugenides,Sam Lipsyte,,1,Directed
Jeffrey Eugenides,Saul Bellow,,1,Directed
Jennifer duBois,Anna North,Iowa,1,Directed
Jennifer duBois,Sara Novic,,1,Directed
Jennifer duBois,T. Geronimo Johnson,Iowa,1,Directed
Jennifer duBois,Tony Tulathimutte,Iowa,1,Directed
Jennifer Egan,Adam Johnson,,1,Directed
Jennifer Egan,Curtis Sittenfeld,,1,Directed
Jennifer Egan,Dana Spiotta,,1,Directed
Jennifer Egan,Dani Shapiro,,1,Directed
Jennifer Egan,Daniel Handler,,1,Directed
Jennifer Egan,Danzy Senna,,1,Directed
Jennifer Egan,E.L. Doctorow,,1,Directed
Jennifer Egan,Emma Straub,,1,Directed
Jennifer Egan,Francine Prose,,1,Directed
Jennifer Egan,George Saunders,,1,Directed
Jennifer Egan,Heidi Julavits,,1,Directed
Jennifer Egan,Helen Schulman,,1,Directed
Jennifer Egan,Jonathan Dee,,1,Directed
Jennifer Egan,Lore Segal,,1,Directed
Jennifer Egan,Margot Livesey,,1,Directed
Jennifer Egan,Nathan Englander,,1,Directed
Jennifer Egan,Susan Choi,,1,Directed
Jennifer Egan,Tom Perrotta,,1,Directed
Jennifer Egan,Vendela Vida,,1,Directed
Jenny Offill,Andrew Sean Greer,,1,Directed
Jenny Offill,Ben Lerner,,1,Directed
Jenny Offill,Blake Butler,,1,Directed
Jenny Offill,Christopher Sorrentino,,1,Directed
Jenny Offill,Daniel Handler,,1,Directed
Jenny Offill,Darcey Steinke,,1,Directed
Jenny Offill,Katie Kitamura,,1,Directed
Jenny Offill,Lydia Millet,,1,Directed
Jenny Offill,Samantha Hunt,,1,Directed
Jerry Stahl,Joy Williams,,1,Directed
Jerry Stahl,Mark Leyner,,1,Directed
Jerry Stahl,Sam Lipsyte,,1,Directed
Jesmyn Ward,Celeste Ng,Michigan,1,Directed
Jesmyn Ward,Peter Ho Davies,,1,Directed
Jess Row,A. Igoni Barrett,,1,Directed
Jess Row,David Treuer,,1,Directed
Jess Row,Hari Kunzru,,1,Directed
Jess Row,Manuel Gonzales,,1,Directed
Jess Walter,Alejandro Zambra,,1,Directed
Jess Walter,Dana Spiotta,,1,Directed
Jess Walter,Daniel Handler,,1,Directed
Jess Walter,Lauren Groff,,1,Directed
Jess Walter,Manuel Gonzales,,1,Directed
Jess Walter,Maria Semple,,1,Directed
Jess Walter,Patrick deWitt,,1,Directed
Jess Walter,Vendela Vida,,1,Directed
Jesse Ball,Blake Butler,,1,Directed
Jesse Ball,Brian Evenson,,1,Directed
Jessica Hagedorn,David Grand,,1,Directed
Jessica Hagedorn,Paul Beatty,,1,Directed
Jessica Hagedorn,Terry McMillan,,1,Directed
Jhumpa Lahiri,Alice Munro,,1,Directed
Jhumpa Lahiri,Chitra Divakaruni,,1,Directed
Jhumpa Lahiri,Susan Choi,,1,Directed
Jim Crace,Ali Smith,,1,Directed
Jim Crace,Ben Fountain,,1,Directed
Jim Crace,Frederick Busch,,1,Directed
Jim Crace,Karan Mahajan,,1,Directed
Jim Crace,Kate Atkinson,,1,Directed
Jim Crace,Manil Suri,,1,Directed
Jim Harrison,Colum McCann,,1,Directed
Jim Harrison,Cormac McCarthy,,1,Directed
Jim Harrison,James Welch,,1,Directed
Jim Harrison,Joy Williams,,1,Directed
Jim Harrison,Larry Brown,,1,Directed
Jim Harrison,Linda Hogan,,1,Directed
Jim Harrison,Peter Matthiessen,,1,Directed
Jim Harrison,Rick Bass,,1,Directed
Jim Harrison,Susanna Moore,,1,Directed
Jim Harrison,William Kittredge,,1,Directed
Jim Shepard,Aaron Their,,1,Directed
Jim Shepard,Alice Munro,,1,Directed
Jim Shepard,Amy Hempel,,1,Directed
Jim Shepard,Anthony Doerr,,1,Directed
Jim Shepard,Helen Schulman,,1,Directed
Jim Shepard,Joshua Ferris,,1,Directed
Jim Shepard,Joy Williams,,1,Directed
Jim Shepard,Lily King,,1,Directed
Jim Shepard,Michael Cunningham,,1,Directed
Joan Didion,Margaret Atwood,,1,Directed
Joan Didion,Richard Yates,,1,Directed
Joan Didion,Shirley Hazzard,,1,Directed
Joan Didion,Susan Choi,,1,Directed
Joan Didion,Susanna Moore,,1,Directed
Joan Didion,Vendela Vida,,1,Directed
Joan Didion,William S. Burroughs,,1,Directed
Joanna Scott,Andrea Barrett,,1,Directed
Joanna Scott,Chad Harbach,,1,Directed
Joanna Scott,David Treuer,,1,Directed
Joanna Scott,Frederick Busch,,1,Directed
Joanna Scott,Jaimy Gordon,,1,Directed
Joanna Scott,Lynne Sharon Schwartz,,1,Directed
Joanna Scott,Paul La Farge,,1,Directed
Joanna Scott,Steve Erickson,,1,Directed
Joanna Scott,Stewart O'Nan,,1,Directed
Joanna Scott,William H. Gass,Conjunctions (I),1,Directed
Joe Hill,Celeste Ng,,1,Directed
Joe Hill,David Mitchell,,1,Directed
Joe Hill,Lauren Beukes,,1,Directed
Joe Hill,Lev Grossman,,1,Directed
Joe Hill,Neil Gaiman,,1,Directed
Joe Hill,Warren Ellis,,1,Directed
John A. Williams,Clarence Major,,1,Directed
John A. Williams,Ernest J. Gaines,,1,Directed
John A. Williams,Ishmael Reed,,1,Directed
John A. Williams,Toni Morrison,,1,Directed
John Banville,Edna O'Brien,,1,Directed
John Banville,Juan Gabriel Vasquez,,1,Directed
John Banville,Patrick McGrath,,1,Directed
John Banville,Richard Ford,,1,Directed
John Banville,Sebastian Barry,,1,Directed
John Barth,Curtis White,,1,Directed
John Barth,Frederick Barthelme,Johns Hopkins,1,Directed
John Barth,John Hawkes,,1,Directed
John Barth,Mary Robison,Johns Hopkins,1,Directed
John Barth,Stephen Dixon,Johns Hopkins,1,Directed
John Barth,Thom Jones,,1,Directed
John Barth,ZZ Packer,Johns Hopkins,1,Directed
John Burnham Schwartz,Abraham Verghese,,1,Directed
John Burnham Schwartz,Bret Anthony Johnston,,1,Directed
John Burnham Schwartz,Dani Shapiro,,1,Directed
John Burnham Schwartz,Nam Le,,1,Directed
John Burnham Schwartz,Said Sayrafiezadeh,,1,Directed
John Casey,Adam Haslett,,1,Directed
John Casey,Chad Harbach,Virginia,1,Directed
John Casey,Edward P. Jones,Virginia,1,Directed
John Casey,Lily Tuck,,1,Directed
John Casey,Lorrie Moore,,1,Directed
John Casey,Stanley Elkin,,1,Directed
John Casey,Stewart O'Nan,,1,Directed
John Edgar Wideman,Charles Johnson,,1,Directed
John Edgar Wideman,Edmund White,,1,Directed
John Edgar Wideman,Edward P. Jones,,1,Directed
John Edgar Wideman,Russell Banks,,1,Directed
John Hawkes,Bradford Morrow,,1,Directed
John Hawkes,Jeffrey Eugenides,Brown,1,Directed
John Hawkes,Jim Shepard,Brown,1,Directed
John Hawkes,Joanna Scott,Brown,1,Directed
John Hawkes,Leonard Michaels,,1,Directed
John Hawkes,Marilynne Robinson,,1,Directed
John Hawkes,Meg Wolitzer,Brown,1,Directed
John Hawkes,Patrick McGrath,,1,Directed
John Hawkes,Rick Moody,Brown,1,Directed
John Hawkes,Susan Sontag,,1,Directed
John Hawkes,Susanna Moore,,1,Directed
John Irving,Alice Hoffman,,1,Directed
John Irving,Andrew Sean Greer,,1,Directed
John Irving,Bob Shacochis,Iowa,1,Directed
John Irving,Bret Anthony Johnston,,1,Directed
John Irving,Chad Harbach,,1,Directed
John Irving,Craig Nova,,1,Directed
John Irving,Edmund White,,1,Directed
John Irving,Gail Godwin,Iowa,1,Directed
John Irving,Ian McEwan,,1,Directed
John Irving,James Salter,,1,Directed
John Irving,John Casey,,1,Directed
John Irving,John Hawkes,,1,Directed
John Irving,Julian Barnes,,1,Directed
John Irving,Richard Russo,,1,Directed
John Irving,Ron Carlson,,1,Directed
John Irving,Stanley Elkin,,1,Directed
John Wray,Alejandro Zambra,Wylie,1,Directed
John Wray,Laurent Binet,,1,Directed
John Wray,Said Sayrafiezadeh,,1,Directed
John Wray,Sheila Heti,,1,Directed
Jonathan Dee,Helen Schulman,,1,Directed
Jonathan Dee,Sara Novic,,1,Directed
Jonathan Franzen,Adam Haslett,,1,Directed
Jonathan Franzen,Alice Munro,,1,Directed
Jonathan Franzen,Ben Lerner,,1,Directed
Jonathan Franzen,Benjamin Anastas,,1,Directed
Jonathan Franzen,Clancy Martin,FSG,1,Directed
Jonathan Franzen,Dan Chaon,,1,Directed
Jonathan Franzen,David Foster Wallace,,1,Directed
Jonathan Franzen,David Means,FSG,1,Directed
Jonathan Franzen,Denis Johnson,FSG,1,Directed
Jonathan Franzen,Diane Williams,,1,Directed
Jonathan Franzen,Donald Antrim,,1,Directed
Jonathan Franzen,George Saunders,,1,Directed
Jonathan Franzen,Imbolo Mbue,,1,Directed
Jonathan Franzen,Jami Attenberg,,1,Directed
Jonathan Franzen,Jeffrey Eugenides,FSG,1,Directed
Jonathan Franzen,Jonathan Dee,,1,Directed
Jonathan Franzen,Keith Gessen,,1,Directed
Jonathan Franzen,Lydia Davis,FSG,1,Directed
Jonathan Franzen,Maria Semple,,1,Directed
Jonathan Franzen,Marisha Pessl,Golomb,1,Directed
Jonathan Franzen,Mark Costello,,1,Directed
Jonathan Franzen,Nathan Englander,,1,Directed
Jonathan Franzen,Nell Zink,,1,Directed
Jonathan Franzen,Paula Fox,,1,Directed
Jonathan Franzen,Sarah Shun-lien Bynum,,1,Directed
Jonathan Franzen,Sigrid Nunez,,1,Directed
Jonathan Franzen,Teddy Wayne,,1,Directed
Jonathan Franzen,Tony Tulathimutte,,1,Directed
Jonathan Franzen,William T. Vollmann,,1,Directed
Jonathan Lethem,Adam Mansbach,,1,Directed
Jonathan Lethem,Adrian Tomine,,1,Directed
Jonathan Lethem,Aimee Bender,Thomas,1,Directed
Jonathan Lethem,Brian Evenson,,1,Directed
Jonathan Lethem,Christopher Sorrentino,,1,Directed
Jonathan Lethem,Colson Whitehead,Thomas,1,Directed
Jonathan Lethem,Danzy Senna,,1,Directed
Jonathan Lethem,David Grand,,1,Directed
Jonathan Lethem,Eileen Myles,,1,Directed
Jonathan Lethem,George Pelecanos,,1,Directed
Jonathan Lethem,John Wray,,1,Directed
Jonathan Lethem,Karen Joy Fowler,,1,Directed
Jonathan Lethem,Kelly Link,,1,Directed
Jonathan Lethem,Lydia Millet,,1,Directed
Jonathan Lethem,Lynne Tillman,,1,Directed
Jonathan Lethem,Mark Z. Danielewski,,1,Directed
Jonathan Lethem,Paul Auster,,1,Directed
Jonathan Lethem,Paula Fox,,1,Directed
Jonathan Lethem,Samuel R. Delany,,1,Directed
Jonathan Lethem,Stephen Dixon,,1,Directed
Jonathan Lethem,Steve Erickson,,1,Directed
Jonathan Lethem,Tom McCarthy,,1,Directed
Jonathan Lethem,Ursula K. Le Guin,,1,Directed
Jonathan Lethem,Walter Mosley,,1,Directed
Jonathan Safran Foer,Aleksandar Hemon,Aragi,1,Directed
Jonathan Safran Foer,Ben Marcus,,1,Directed
Jonathan Safran Foer,Charles Bock,,1,Directed
Jonathan Safran Foer,Dale Peck,,1,Directed
Jonathan Safran Foer,Etgar Keret,,1,Directed
Jonathan Safran Foer,Joseph O'Neill,,1,Directed
Jonathan Safran Foer,Lynne Tillman,,1,Directed
Jonathan Safran Foer,Madison Smartt Bell,,1,Directed
Jonathan Safran Foer,Nathan Englander,Aragi,1,Directed
Jonathan Safran Foer,Padgett Powell,,1,Directed
Jonathan Safran Foer,Rabih Alameddine,Aragi,1,Directed
Joseph Heller,Alice Hoffman,,1,Directed
Joseph Heller,David Gates,,1,Directed
Joseph Heller,Harry Crews,,1,Directed
Joseph Heller,James Salter,,1,Directed
Joseph Heller,John Barth,,1,Directed
Joseph Heller,Julian Barnes,,1,Directed
Joseph Heller,Kurt Vonnegut,,1,Directed
Joseph Heller,Peter Matthiessen,,1,Directed
Joseph Heller,Terry Southern,,1,Directed
Joseph Heller,William Kennedy,,1,Directed
Joseph O'Connor,Anne Enright,,1,Directed
Joseph O'Connor,Joseph O'Neill,,1,Directed
Joseph O'Connor,Kevin Barry,,1,Directed
Joseph O'Neill,Dale Peck,,1,Directed
Joseph O'Neill,Elif Batuman,,1,Directed
Joseph O'Neill,Joseph O'Connor,,1,Directed
Joseph O'Neill,Martha McPhee,,1,Directed
Joseph O'Neill,Mona Simpson,Bard,1,Directed
Joseph O'Neill,Saul Bellow,,1,Directed
Joseph O'Neill,Sebastian Barry,,1,Directed
Josephine Humphreys,Anita Shreve,,1,Directed
Josephine Humphreys,Charles Baxter,,1,Directed
Josephine Humphreys,Louise Erdrich,,1,Directed
Josephine Humphreys,Percival Everett,,1,Directed
Josephine Humphreys,Reynolds Price,,1,Directed
Joshua Cohen,Karan Mahajan,,1,Directed
Joshua Ferris,Charles Bock,,1,Directed
Joshua Ferris,Dana Spiotta,,1,Directed
Joshua Ferris,David Bezmozgis,,1,Directed
Joshua Ferris,Eleanor Catton,,1,Directed
Joshua Ferris,Francine Prose,,1,Directed
Joshua Ferris,George Saunders,,1,Directed
Joshua Ferris,Jonathan Lee,,1,Directed
Joshua Ferris,Joshua Cohen,,1,Directed
Joshua Ferris,Porochista Khakpour,,1,Directed
Joshua Ferris,Wesley Stace,,1,Directed
Joshua Ferris,Zachary Lazar,,1,Directed
Joy Williams,Adam Haslett,Iowa,1,Directed
Joy Williams,Ann Beattie,,1,Directed
Joy Williams,Anthony Swofford,,1,Directed
Joy Williams,Bob Shacochis,Iowa,1,Directed
Joy Williams,Claire Vaye Watkins,,1,Directed
Joy Williams,Dana Spiotta,Lish,1,Directed
Joy Williams,David Gates,,1,Directed
Joy Williams,James Salter,,1,Directed
Joy Williams,Jonathan Dee,,1,Directed
Joy Williams,Karen Russell,,1,Directed
Joy Williams,Rick Bass,,1,Directed
Joy Williams,Robert Stone,,1,Directed
Joyce Carol Oates,Alice Adams,,1,Directed
Joyce Carol Oates,Alice Munro,,1,Directed
Joyce Carol Oates,Alison Lurie,,1,Directed
Joyce Carol Oates,Ayelet Waldman,,1,Directed
Joyce Carol Oates,Bonnie Jo Campbell,,1,Directed
Joyce Carol Oates,Bradford Morrow,,1,Directed
Joyce Carol Oates,Chimamanda Adichie,,1,Directed
Joyce Carol Oates,Darin Strauss,,1,Directed
Joyce Carol Oates,Don DeLillo,,1,Directed
Joyce Carol Oates,E.L. Doctorow,,1,Directed
Joyce Carol Oates,Evan S. Connell,,1,Directed
Joyce Carol Oates,Jonathan Safran Foer,Princeton,1,Directed
Joyce Carol Oates,Kevin Brockmeier,,1,Directed
Joyce Carol Oates,Lydia Davis,,1,Directed
Joyce Carol Oates,Mohsin Hamid,Princeton,1,Directed
Joyce Carol Oates,Nadine Gordimer,,1,Directed
Joyce Carol Oates,Norman Rush,,1,Directed
Joyce Carol Oates,Richard Ford,,1,Directed
Joyce Carol Oates,Rick Bass,,1,Directed
Joyce Carol Oates,Russell Banks,,1,Directed
Joyce Carol Oates,Sheila Kohler,,1,Directed
Joyce Carol Oates,Stephen Wright,,1,Directed
Joyce Carol Oates,Susan Straight,,1,Directed
Joyce Carol Oates,Susanna Moore,,1,Directed
Joyce Carol Oates,Tobias Wolff,,1,Directed
Joyce Carol Oates,Vendela Vida,,1,Directed
Julia Alvarez,Ana Castillo,,1,Directed
Julia Alvarez,Cristina Garcia,,1,Directed
Julia Alvarez,Edwidge Danticat,,1,Directed
Julia Alvarez,Helena Viramontes,,1,Directed
Julia Alvarez,Sandra Cisneros,,1,Directed
Julia Alvarez,Stephen Dixon,,1,Directed
Julia Glass,Anthony Doerr,,1,Directed
Julia Glass,Hilma Wolitzer,,1,Directed
Julia Glass,Margot Livesey,,1,Directed
Julia Glass,Meg Wolitzer,,1,Directed
Julian Barnes,Alice Munro,,1,Directed
Julian Barnes,James Salter,,1,Directed
Julie Orringer,Andrew Sean Greer,,1,Directed
Julie Orringer,Ayelet Waldman,,1,Directed
Julie Orringer,Charles Baxter,,1,Directed
Julie Orringer,Elizabeth McKenzie,,1,Directed
Julie Orringer,Katie Kitamura,,1,Directed
Julie Orringer,Vendela Vida,,1,Directed
Julie Otsuka,Catherine Chung,,1,Directed
Julie Otsuka,Chinelo Okparanta,Iowa,1,Directed
Junot Diaz,Alejandro Zambra,,1,Directed
Junot Diaz,Aleksandar Hemon,Aragi,1,Directed
Junot Diaz,Alexander Chee,,1,Directed
Junot Diaz,Chitra Divakaruni,,1,Directed
Junot Diaz,Chris Abani,,1,Directed
Junot Diaz,Danzy Senna,Riverhead,1,Directed
Junot Diaz,Fae Myenne Ng,,1,Directed
Junot Diaz,George Saunders,,1,Directed
Junot Diaz,Hannah Tinti,,1,Directed
Junot Diaz,Helena Viramontes,,1,Directed
Junot Diaz,Jessica Hagedorn,,1,Directed
Junot Diaz,Julie Orringer,,1,Directed
Junot Diaz,Laila Lalami,,1,Directed
Junot Diaz,Lev Grossman,,1,Directed
Junot Diaz,Mohsin Hamid,,1,Directed
Junot Diaz,Nalo Hopkinson,,1,Directed
Junot Diaz,Nam Le,,1,Directed
Junot Diaz,Octavia E. Butler,,1,Directed
Junot Diaz,Paul Beatty,,1,Directed
Junot Diaz,Rabih Alameddine,Aragi,1,Directed
Junot Diaz,Ruth Ozeki,,1,Directed
Junot Diaz,Ted Chiang,,1,Directed
Junot Diaz,Yiyun Li,,1,Directed
Justin Taylor,Dennis Cooper,,1,Directed
Justin Taylor,Mark Doten,,1,Directed
Justin Taylor,Rachel Khong,,1,Directed
Justin Taylor,Sara Novic,,1,Directed
Justin Torres,Catherine Chung,,1,Directed
Justin Torres,Chinelo Okparanta,Iowa,1,Directed
Justin Torres,Jennifer duBois,Iowa,1,Directed
Karan Mahajan,Joshua Cohen,,1,Directed
Karan Mahajan,Tony Tulathimutte,,1,Directed
Karen Joy Fowler,Andrew Sean Greer,,1,Directed
Karen Joy Fowler,Anthony Doerr,,1,Directed
Karen Joy Fowler,Elizabeth McKenzie,,1,Directed
Karen Joy Fowler,Emily St. John Mandel,,1,Directed
Karen Joy Fowler,Kelly Link,,1,Directed
Karen Joy Fowler,Nalo Hopkinson,,1,Directed
Karen Joy Fowler,Ruth Ozeki,,1,Directed
Karen Joy Fowler,Ted Chiang,,1,Directed
Karen Russell,Andrea Barrett,,1,Directed
Karen Russell,Bradford Morrow,Conjunctions,1,Directed
Karen Russell,Claire Vaye Watkins,,1,Directed
Karen Russell,Denis Johnson,,1,Directed
Karen Russell,Emma Straub,,1,Directed
Karen Russell,Francine Prose,Shannon,1,Directed
Karen Russell,Heidi Julavits,Columbia,1,Directed
Karen Russell,Jess Row,Shannon,1,Directed
Karen Russell,Joy Williams,,1,Directed
Karen Russell,Kevin Brockmeier,,1,Directed
Karen Russell,Laura van den Berg,,1,Directed
Karen Russell,Lydia Millet,,1,Directed
Karen Russell,Manuel Gonzales,Columbia,1,Directed
Karen Russell,Paul La Farge,,1,Directed
Karen Russell,Phil Klay,,1,Directed
Karen Russell,Rachel Kushner,Columbia,1,Directed
Karen Russell,T. Geronimo Johnson,,1,Directed
Karl Marlantes,Anthony Swofford,,1,Directed
Karl Marlantes,Ben Fountain,,1,Directed
Karl Marlantes,Lily King,,1,Directed
Karl Marlantes,Viet Thanh Nguyen,,1,Directed
Karl Ove Knausgaard,Katie Kitamura,,1,Directed
Kate Atkinson,Ali Smith,,1,Directed
Kate Atkinson,Anne Enright,,1,Directed
Kate Atkinson,Charles Frazier,,1,Directed
Kate Atkinson,Dennis Lehane,,1,Directed
Kate Atkinson,Eleanor Catton,,1,Directed
Kate Atkinson,Gillian Flynn,,1,Directed
Kate Atkinson,Maria Semple,,1,Directed
Kate Christensen,Diana Abu-Jaber,,1,Directed
Kate Christensen,Gillian Flynn,,1,Directed
Kate Christensen,Helen Schulman,,1,Directed
Kate Christensen,Jami Attenberg,,1,Directed
Kate Christensen,Kathryn Harrison,,1,Directed
Kate Christensen,Lev Grossman,,1,Directed
Katherine Dunn,Bret Easton Ellis,,1,Directed
Katherine Dunn,Chuck Palahniuk,,1,Directed
Katherine Dunn,Elizabeth McCracken,,1,Directed
Katherine Dunn,Erin Morgenstern,,1,Directed
